"ANIMAL_TYPE","DATECANCELLED","DATEINVTDONE","DATETIMECLOSED","DATETIMEINIT","HOUSE_NUMBER","NEIGHBORHOOD","PLAIN_ENGLISH_NAME_FOR_PROBLEMCODE","PRJCOMPLETEDATE","PROBLEMCODE","REQUESTID","SRX","SRY","STATUS","STREET","WARD" 
"","","2016-12-02 10:52:00.0","2017-12-12 10:53:28.9","2016-12-01 11:47:40.767","","73","Animal Bite","2016-12-08 00:00:00.0","Animal Bite","918319","","","CLOSED","","13"
"","","2016-12-28 10:57:32.457","2016-12-28 10:57:32.457","2016-12-06 20:11:21.0","","35","Animal Bite","2016-12-14 00:00:00.0","Animal Bite","919748","","","CLOSED","","08"
"","","2017-12-20 16:40:20.177","2017-12-20 16:40:20.177","2016-08-12 17:23:14.0","","14","Animal Bite","2016-08-22 00:00:00.0","Animal Bite","879878","","","CLOSED","","05"
"","","2017-02-08 12:25:20.417","2017-02-08 12:25:20.417","2016-08-29 09:10:03.0","","","Animal Bite","2016-09-06 00:00:00.0","Animal Bite","886334","","","CLOSED","","17"
"","","2017-12-20 16:45:07.397","2017-12-20 16:45:07.397","2016-08-31 15:57:57.0","","40","Animal Bite","2016-09-08 00:00:00.0","Animal Bite","887828","","","CLOSED","","09"
"","","2016-12-15 17:06:55.757","2016-12-15 17:06:55.757","2016-10-19 15:25:16.033","","06","Animal Bite","2016-10-26 00:00:00.0","Animal Bite","906129","","","CLOSED","","02"
"","","2017-02-08 11:36:39.07","2017-02-08 11:36:39.07","2016-10-21 08:45:55.037","","","Animal Bite","2016-10-28 00:00:00.0","Animal Bite","906675","","","CLOSED","","21"
"","","2017-12-21 09:50:19.943","2017-12-21 09:50:19.943","2016-10-21 09:48:16.39","","69","Animal Bite","2016-10-28 00:00:00.0","Animal Bite","906723","","","CLOSED","","12"
"","","2016-11-21 14:47:00.037","2016-11-21 14:47:00.037","2016-10-21 13:23:25.857","","","Animal Bite","2016-10-28 00:00:00.0","Animal Bite","906918","","","CLOSED","","12"
"Dog","","2016-11-04 08:48:00.0","2017-02-03 08:52:23.843","2016-10-24 09:10:57.0","","08","Animal Bite","2016-10-31 00:00:00.0","Animal Bite","907319","-10051850.31975310","4661944.82901730","CLOSED","CLIFTON AVE & EICHELBERGER ST","02"
"","","2017-01-30 16:35:04.327","2017-01-30 16:35:04.327","2016-10-24 09:51:40.963","","","Animal Bite","2016-10-31 00:00:00.0","Animal Bite","907361","","","CLOSED","","14"
"","","2018-01-05 16:26:55.257","2018-01-05 16:26:55.257","2017-06-14 09:42:07.66","","25","Animal Bite","2017-06-21 00:00:00.0","Animal Bite","980477","","","CLOSED","","07"
"","","2020-04-22 13:48:48.073","2020-04-22 13:48:48.073","2017-08-21 11:10:01.0","","19","Animal Bite","2017-08-28 00:00:00.0","Animal Bite","1007623","","","CLOSED","","07"
"","","2019-05-08 14:19:48.56","2019-05-08 14:19:48.56","2017-08-21 11:13:12.0","","04","Animal Bite","2017-08-28 00:00:00.0","Animal Bite","1007626","","","CLOSED","","01"
"","","2017-08-28 16:44:00.0","2018-03-22 16:47:04.713","2017-08-21 11:16:43.353","","41","Animal Bite","2017-08-28 00:00:00.0","Animal Bite","1007630","","","CLOSED","","04"
"","","2019-05-07 17:56:13.313","2019-05-07 17:56:13.313","2017-08-24 12:24:46.18","","27","Animal Bite","2017-08-31 00:00:00.0","Animal Bite","1009144","","","CLOSED","","06"
"","","2017-11-06 12:52:21.817","2017-11-06 12:52:21.817","2017-10-09 10:47:49.863","","16","Animal Bite","2017-10-16 00:00:00.0","Animal Bite","1025209","","","CLOSED","","03"
"","","2017-10-09 15:24:08.187","2017-10-09 15:13:30.083","2017-10-09 14:46:59.377","","16","Animal Bite","2017-10-16 00:00:00.0","Animal Bite","1025440","","","CLOSED","","03"
"","","2020-04-17 16:26:04.87","2020-04-17 16:26:04.87","2017-07-03 08:36:52.0","","02","Animal Bite","2017-07-10 00:00:00.0","Animal Bite","988088","","","CLOSED","","01"
"","","2020-04-17 16:32:51.99","2020-04-17 16:32:51.99","2017-08-10 06:52:53.0","","15","Animal Bite","2017-08-17 00:00:00.0","Animal Bite","1003544","","","CLOSED","","06"
"","","2017-08-21 17:49:00.0","2017-12-11 17:51:30.937","2017-08-10 09:08:22.0","","04","Animal Bite","2017-08-17 00:00:00.0","Animal Bite","1003622","","","CLOSED","","02"
"","","2019-05-08 14:13:06.227","2019-05-08 14:13:06.227","2017-08-14 09:06:37.0","","16","Animal Bite","2017-08-21 00:00:00.0","Animal Bite","1004779","","","CLOSED","","03"
"","","2019-05-08 14:13:37.133","2019-05-08 14:13:37.133","2017-08-15 13:48:50.0","","71","Animal Bite","2017-08-22 00:00:00.0","Animal Bite","1005567","","","CLOSED","","13"
"","","2017-08-24 17:12:00.0","2017-12-26 17:14:13.503","2017-08-16 09:11:14.1","","16","Animal Bite","2017-08-23 00:00:00.0","Animal Bite","1005827","","","CLOSED","","03"
"","","2017-08-21 07:27:00.0","2018-03-15 07:34:35.38","2017-08-17 08:23:04.107","","27","Animal Bite","2017-08-24 00:00:00.0","Animal Bite","1006270","","","CLOSED","","06"
"","","2019-05-07 17:56:13.267","2019-05-07 17:56:13.267","2017-08-18 08:20:55.97","","73","Animal Bite","2017-08-25 00:00:00.0","Animal Bite","1006808","","","CLOSED","","13"
"","","2017-09-12 17:42:00.0","2017-12-21 17:43:28.177","2017-09-12 09:37:23.627","","16","Animal Bite","2017-09-19 00:00:00.0","Animal Bite","1015578","","","CLOSED","","03"
"","","2020-04-22 15:21:26.393","2020-04-22 15:21:26.393","2017-10-24 11:05:24.0","","60","Animal Bite","2017-10-31 00:00:00.0","Animal Bite","1030591","","","CLOSED","","14"
"","","2019-05-21 10:20:42.367","2019-05-21 10:20:42.367","2017-07-06 10:05:11.0","","14","Animal Bite","2017-07-13 00:00:00.0","Animal Bite","989131","","","CLOSED","","05"
"","","2019-05-07 17:56:13.11","2019-05-07 17:56:13.11","2017-08-01 09:42:10.343","","","Animal Bite","2017-08-08 00:00:00.0","Animal Bite","999644","","","CLOSED","","09"
"","","2017-10-04 11:23:38.077","2017-10-04 11:23:38.077","2017-08-07 10:19:28.0","","18","Animal Bite","2017-08-14 00:00:00.0","Animal Bite","1002117","","","CLOSED","","08"
"","","2020-04-17 16:30:19.157","2020-04-17 16:30:19.157","2017-08-08 12:40:00.0","","19","Animal Bite","2017-08-15 00:00:00.0","Animal Bite","1002824","","","CLOSED","","07"
"","","2018-01-05 16:36:08.903","2018-01-05 16:36:08.903","2017-09-01 12:49:59.793","","73","Animal Bite","2017-09-08 00:00:00.0","Animal Bite","1012286","","","CLOSED","","13"
"Dog","","2017-09-13 00:00:00.0","2017-11-29 07:04:55.61","2017-09-07 13:56:28.0","","50","Animal Bite","2017-09-14 00:00:00.0","Animal Bite","1014021","-10050280.03911800","4675661.05676560","CLOSED","WABADA AVE & HODIAMONT AVE","13"
"","","2020-04-17 16:45:54.017","2020-04-17 16:45:54.017","2017-09-07 14:05:57.0","","","Animal Bite","2017-09-14 00:00:00.0","Animal Bite","1014042","","","CLOSED","","17"
"","","2020-04-09 14:11:32.077","2020-04-09 14:11:32.077","2017-10-17 15:47:40.0","","39","Animal Bite","2017-10-24 00:00:00.0","Animal Bite","1028539","","","CLOSED","","09"
"","","2017-10-19 07:22:00.0","2017-12-23 07:23:36.333","2017-10-17 16:31:46.32","","76","Animal Bite","2017-10-24 00:00:00.0","Animal Bite","1028573","","","CLOSED","","13"
"Dog","","2017-12-22 12:35:58.853","2017-12-22 12:35:58.853","2017-04-04 08:22:35.853","","16","Animal Bite","2017-04-11 00:00:00.0","Animal Bite","953342","-10044607.96484260","4662131.52563070","CLOSED","OSAGE ST & CALIFORNIA AVE","03"
"","","2017-07-14 14:42:43.15","2017-07-14 14:42:43.15","2017-04-05 14:24:45.593","","41","Animal Bite","2017-04-12 00:00:00.0","Animal Bite","954056","","","CLOSED","","04"
"","","2020-04-17 16:42:17.743","2020-04-17 16:42:17.743","2017-08-29 08:30:13.0","","05","Animal Bite","2017-09-05 00:00:00.0","Animal Bite","1010587","","","CLOSED","","02"
"","","2017-10-02 17:27:00.0","2017-11-29 17:30:54.227","2017-10-02 08:16:31.163","","09","Animal Bite","2017-10-09 00:00:00.0","Animal Bite","1022740","","","CLOSED","","04"
"","","2019-05-07 17:56:13.39","2019-05-07 17:56:13.39","2017-10-02 08:21:48.067","","74","Animal Bite","2017-10-09 00:00:00.0","Animal Bite","1022744","","","CLOSED","","13"
"","","2018-01-05 15:55:32.18","2018-01-05 15:55:32.18","2017-10-04 07:43:22.673","","62","Animal Bite","2017-10-11 00:00:00.0","Animal Bite","1023691","","","CLOSED","","14"
"","","2018-01-05 16:29:32.967","2018-01-05 16:29:32.967","2017-07-14 11:27:57.93","","","Animal Bite","2017-07-21 00:00:00.0","Animal Bite","992962","","","CLOSED","","17"
"","","2019-08-15 00:00:00.0","2019-09-03 10:47:33.013","2017-08-15 13:31:32.0","","51","Animal Bite","2017-08-22 00:00:00.0","Animal Bite","1005559","","","CLOSED","","10"
"","","2019-05-07 17:56:13.187","2019-05-07 17:56:13.187","2017-08-17 10:30:30.193","","56","Animal Bite","2017-08-24 00:00:00.0","Animal Bite","1006414","","","CLOSED","","12"
"","","2017-09-12 17:41:00.0","2017-12-21 17:41:56.923","2017-09-12 08:20:24.72","","16","Animal Bite","2017-09-19 00:00:00.0","Animal Bite","1015515","","","CLOSED","","03"
"","","2020-04-17 16:47:56.877","2020-04-17 16:47:56.877","2017-09-14 09:56:52.0","","43","Animal Bite","2017-09-21 00:00:00.0","Animal Bite","1016710","","","CLOSED","","04"
"","","2017-11-20 12:54:48.477","2017-11-20 12:54:48.477","2017-09-18 13:12:46.0","","56","Animal Bite","2017-09-25 00:00:00.0","Animal Bite","1017832","","","CLOSED","","12"
"","","2017-11-29 09:17:02.497","2017-11-29 09:17:02.497","2017-10-23 14:43:44.997","","17","Animal Bite","2017-10-30 00:00:00.0","Animal Bite","1030328","","","CLOSED","","03"
"","","2020-05-05 14:04:37.627","2020-05-05 14:04:37.627","2017-10-30 13:18:33.0","","41","Animal Bite","2017-11-06 00:00:00.0","Animal Bite","1032631","","","CLOSED","","04"
"","","2019-04-29 15:36:51.497","2019-04-29 15:36:51.497","2017-07-05 14:38:42.19","","51","Animal Bite","2017-07-12 00:00:00.0","Animal Bite","988858","","","CLOSED","","10"
"","","2017-07-19 17:23:00.0","2017-12-07 17:25:44.927","2017-07-07 09:52:15.83","","72","Animal Bite","2017-07-14 00:00:00.0","Animal Bite","989711","","","CLOSED","","13"
"","","2019-05-08 14:11:31.533","2019-05-08 14:11:31.533","2017-07-10 12:21:22.0","","04","Animal Bite","2017-07-17 00:00:00.0","Animal Bite","990649","","","CLOSED","","02"
"","","2020-04-09 13:43:27.163","2020-04-09 13:43:27.163","2017-07-12 10:31:06.0","","61","Animal Bite","2017-07-19 00:00:00.0","Animal Bite","991694","","","CLOSED","","14"
"","","2017-08-07 07:58:00.0","2017-12-30 08:00:25.837","2017-08-07 08:45:54.49","","09","Animal Bite","2017-08-14 00:00:00.0","Animal Bite","1001967","","","CLOSED","","04"
"","","2017-09-05 12:35:15.0","2017-09-05 12:35:17.487","2017-09-05 11:35:02.623","","30","Animal Bite","2017-09-12 00:00:00.0","Animal Bite","1012917","","","CLOSED","","07"
"","","2017-10-12 17:54:00.0","2017-11-29 17:55:11.913","2017-10-12 11:01:18.77","","09","Animal Bite","2017-10-19 00:00:00.0","Animal Bite","1026761","","","CLOSED","","04"
"","","2017-10-18 07:19:00.0","2017-12-23 07:21:22.957","2017-10-18 08:45:32.84","","04","Animal Bite","2017-10-25 00:00:00.0","Animal Bite","1028636","","","CLOSED","","01"
"","","2020-04-22 15:31:10.133","2020-04-22 15:31:10.133","2017-11-29 10:33:49.0","","51","Animal Bite","2017-12-06 00:00:00.0","Animal Bite","1041077","","","CLOSED","","10"
"","","2017-12-22 14:22:37.03","2017-12-22 14:22:37.03","2017-05-17 14:00:38.0","","21","Animal Bite","2017-05-24 00:00:00.0","Animal Bite","969342","","","CLOSED","","08"
"","","2018-01-05 15:58:21.103","2018-01-05 15:58:21.103","2017-09-25 16:30:15.42","","71","Animal Bite","2017-10-02 00:00:00.0","Animal Bite","1020554","","","CLOSED","","12"
"","","2020-05-05 14:03:27.317","2020-05-05 14:03:27.317","2017-11-09 10:32:03.0","","41","Animal Bite","2017-11-16 00:00:00.0","Animal Bite","1036027","","","CLOSED","","04"
"","","2017-12-07 14:06:38.0","2017-12-07 14:06:38.087","2017-12-07 13:47:02.0","","41","Animal Bite","2017-12-14 00:00:00.0","Animal Bite","1043768","","","CLOSED","","04"
"","","2020-03-17 16:24:21.5","2020-03-17 16:24:21.5","2017-12-07 13:57:04.0","","","Animal Bite","2017-12-14 00:00:00.0","Animal Bite","1043773","","","CLOSED","","04"
"","","2020-05-05 14:02:23.173","2020-05-05 14:02:23.173","2017-12-07 15:46:24.0","","65","Animal Bite","2017-12-14 00:00:00.0","Animal Bite","1043869","","","CLOSED","","14"
"","","2018-03-12 07:42:52.0","2018-03-12 07:46:08.427","2018-01-10 14:57:21.67","","13","Animal Bite","2018-01-17 00:00:00.0","Animal Bite","1052031","","","CLOSED","","05"
"","","2017-12-21 09:57:48.463","2017-12-21 09:57:48.463","2016-10-25 10:40:08.19","","38","Animal Bite","2016-11-01 00:00:00.0","Animal Bite","907839","","","CLOSED","","09"
"Dog","","2017-12-21 10:00:00.0","2017-12-21 10:00:00.867","2016-10-28 14:53:41.0","","04","Animal Bite","2016-11-04 00:00:00.0","Animal Bite","909327","-10050308.59665800","4658736.35006210","CLOSED","MORGANFORD RD & RIVER DES PERES BLVD","01"
"","","2016-08-10 13:45:00.0","2016-09-01 13:49:06.963","2016-08-01 13:32:02.0","","","Animal Bite","2016-08-08 00:00:00.0","Animal Bite","874164","","","CLOSED","","04"
"","","2016-08-09 14:23:00.0","2016-09-07 14:26:46.893","2016-08-01 14:54:09.0","","05","Animal Bite","2016-08-08 00:00:00.0","Animal Bite","874248","","","CLOSED","","02"
"","","2016-10-19 12:58:21.0","2016-10-19 12:58:21.3","2016-10-05 08:11:04.0","","68","Animal Bite","2016-10-12 00:00:00.0","Animal Bite","900687","","","CLOSED","","11"
"","","2017-12-21 09:28:46.803","2017-12-21 09:28:46.803","2016-10-06 11:41:59.777","","75","Animal Bite","2016-10-13 00:00:00.0","Animal Bite","901371","","","CLOSED","","13"
"","","2016-10-06 11:54:49.0","2016-10-06 11:55:46.467","2016-10-06 11:47:40.917","","29","Animal Bite","2016-10-13 00:00:00.0","Animal Bite","901377","","","CLOSED","","07"
"","","2017-02-06 17:22:17.097","2017-02-06 17:22:17.097","2016-10-07 09:38:18.6","","38","Animal Bite","2016-10-14 00:00:00.0","Animal Bite","901731","","","CLOSED","","09"
"","","2017-05-01 13:13:23.517","2017-05-01 13:13:23.517","2016-11-14 09:02:38.477","","31","Animal Bite","2016-11-21 00:00:00.0","Animal Bite","913588","","","CLOSED","","07"
"","","2017-12-21 10:23:56.593","2017-12-21 10:23:56.593","2016-11-14 09:42:56.67","","50","Animal Bite","2016-11-21 00:00:00.0","Animal Bite","913622","","","CLOSED","","13"
"","","2017-12-21 10:26:03.333","2017-12-21 10:26:03.333","2016-11-14 14:28:08.363","","38","Animal Bite","2016-11-21 00:00:00.0","Animal Bite","913843","","","CLOSED","","09"
"","","2017-12-21 10:28:44.15","2017-12-21 10:28:44.15","2016-11-18 09:56:42.41","","48","Animal Bite","2016-11-29 00:00:00.0","Animal Bite","915274","","","CLOSED","","10"
"","","2016-12-13 14:21:25.0","2016-12-20 14:32:48.343","2016-11-28 10:23:17.1","","06","Animal Bite","2016-12-05 00:00:00.0","Animal Bite","917089","","","CLOSED","","02"
"","","2017-12-21 10:43:49.41","2017-12-21 10:43:49.41","2016-12-28 11:45:38.933","","58","Animal Bite","2017-01-04 00:00:00.0","Animal Bite","924943","","","CLOSED","","12"
"","","2017-02-01 16:50:15.657","2017-02-01 16:50:15.657","2016-12-30 13:58:34.48","","50","Animal Bite","2017-01-06 00:00:00.0","Animal Bite","925852","","","CLOSED","","12"
"","","2017-12-20 16:51:32.16","2017-12-20 16:51:32.16","2016-09-09 09:12:08.0","","12","Animal Bite","2016-09-16 00:00:00.0","Animal Bite","890895","","","CLOSED","","05"
"","","2016-11-04 15:51:00.0","2017-02-02 15:57:06.54","2016-09-20 15:01:50.0","","08","Animal Bite","2016-09-27 00:00:00.0","Animal Bite","895194","","","CLOSED","","02"
"","","2017-12-20 16:55:39.827","2017-12-20 16:55:39.827","2016-09-22 09:37:26.0","","15","Animal Bite","2016-09-29 00:00:00.0","Animal Bite","895993","","","CLOSED","","06"
"","","2017-12-21 09:25:34.76","2017-12-21 09:25:34.76","2016-09-26 09:07:29.0","","17","Animal Bite","2016-10-03 00:00:00.0","Animal Bite","897116","","","CLOSED","","03"
"","","2016-12-08 14:48:40.023","2016-12-08 14:48:40.023","2016-09-27 20:36:53.0","","","Animal Bite","2016-10-04 00:00:00.0","Animal Bite","898034","","","CLOSED","","01"
"","","2017-12-21 09:27:55.7","2017-12-21 09:27:55.7","2016-09-28 08:44:15.0","","03","Animal Bite","2016-10-05 00:00:00.0","Animal Bite","898081","","","CLOSED","","01"
"","","2017-02-08 13:01:35.0","2017-02-08 13:01:35.113","2016-09-28 10:40:07.0","","22","Animal Bite","2016-10-05 00:00:00.0","Animal Bite","898191","","","CLOSED","","08"
"","","2017-12-21 10:18:11.353","2017-12-21 10:18:11.353","2016-11-03 16:19:00.71","","15","Animal Bite","2016-11-10 00:00:00.0","Animal Bite","911127","","","CLOSED","","06"
"","","2017-12-21 10:19:51.03","2017-12-21 10:19:51.03","2016-11-07 16:19:45.223","","56","Animal Bite","2016-11-15 00:00:00.0","Animal Bite","912149","","","CLOSED","","12"
"","","2017-01-27 10:47:02.513","2017-01-27 10:47:02.513","2016-11-09 08:59:39.657","","","Animal Bite","2016-11-17 00:00:00.0","Animal Bite","912482","","","CLOSED","","04"
"","","2017-12-21 10:22:27.347","2017-12-21 10:22:27.347","2016-11-10 14:38:05.23","","38","Animal Bite","2016-11-18 00:00:00.0","Animal Bite","913195","","","CLOSED","","09"
"","","2017-12-21 10:36:30.18","2017-12-21 10:36:30.18","2016-12-20 10:16:25.063","","50","Animal Bite","2016-12-28 00:00:00.0","Animal Bite","923241","","","CLOSED","","12"
"","","2017-01-30 14:27:58.58","2017-01-30 14:27:58.58","2016-12-22 16:19:29.91","","05","Animal Bite","2016-12-30 00:00:00.0","Animal Bite","923991","","","CLOSED","","02"
"","","2017-06-21 15:30:53.357","2017-06-21 15:30:53.357","2017-04-05 16:25:16.4","","10","Animal Bite","2017-04-12 00:00:00.0","Animal Bite","954125","","","CLOSED","","04"
"","","2017-12-22 14:15:50.21","2017-12-22 14:15:50.21","2017-05-15 13:35:25.907","","19","Animal Bite","2017-05-22 00:00:00.0","Animal Bite","968126","","","CLOSED","","07"
"","","2019-05-07 17:57:00.11","2019-05-07 17:57:00.11","2017-07-31 16:27:46.0","","16","Animal Bite","2017-08-07 00:00:00.0","Animal Bite","999454","","","CLOSED","","03"
"","","2019-05-08 14:21:36.663","2019-05-08 14:21:36.663","2017-09-27 14:21:02.723","","01","Animal Bite","2017-10-04 00:00:00.0","Animal Bite","1021480","","","CLOSED","","01"
"","","2019-05-07 17:56:13.453","2019-05-07 17:56:13.453","2017-11-06 08:24:35.69","","67","Animal Bite","2017-11-13 00:00:00.0","Animal Bite","1034553","","","CLOSED","","14"
"","","2017-11-07 09:51:00.0","2017-12-23 09:51:56.817","2017-11-07 15:04:15.313","","07","Animal Bite","2017-11-14 00:00:00.0","Animal Bite","1035405","","","CLOSED","","05"
"","","2020-04-22 15:25:58.907","2020-04-22 15:25:58.907","2017-11-08 16:23:38.0","","43","Animal Bite","2017-11-15 00:00:00.0","Animal Bite","1035841","","","CLOSED","","04"
"","","2020-04-22 15:27:30.053","2020-04-22 15:27:30.053","2017-11-09 10:36:49.0","","30","Animal Bite","2017-11-16 00:00:00.0","Animal Bite","1036038","","","CLOSED","","07"
"","","2020-04-22 15:30:06.613","2020-04-22 15:30:06.613","2017-11-09 15:01:27.0","","12","Animal Bite","2017-11-16 00:00:00.0","Animal Bite","1036265","","","CLOSED","","05"
"","","2020-04-22 15:35:39.903","2020-04-22 15:35:39.903","2017-12-26 11:45:43.0","","77","Animal Bite","2018-01-02 00:00:00.0","Animal Bite","1048196","","","CLOSED","","11"
"","","2018-01-03 12:42:00.0","2018-03-30 12:43:25.58","2017-12-29 14:24:45.503","","59","Animal Bite","2018-01-05 00:00:00.0","Animal Bite","1049153","","","CLOSED","","11"
"","","2017-12-19 07:42:00.0","2018-03-16 07:44:23.92","2017-12-04 08:32:17.0","","","Animal Bite","2017-12-11 00:00:00.0","Animal Bite","1042383","","","CLOSED","","08"
"","","2020-05-06 10:34:39.127","2020-05-06 10:34:39.127","2017-12-04 09:23:30.0","","22","Animal Bite","2017-12-11 00:00:00.0","Animal Bite","1042436","","","CLOSED","","08"
"","","2017-12-05 07:27:00.0","2017-12-29 07:28:06.027","2017-12-05 08:46:56.183","","","Animal Bite","2017-12-12 00:00:00.0","Animal Bite","1042835","","","CLOSED","","09"
"","","2020-03-13 09:28:26.423","2020-03-13 09:28:26.423","2018-01-22 11:44:44.0","","68","Animal Bite","2018-01-29 00:00:00.0","Animal Bite","1054876","","","CLOSED","","11"
"","","2020-05-14 16:44:15.66","2020-05-14 16:44:15.66","2018-03-03 20:37:40.0","","","Animal Bite","2018-03-12 00:00:00.0","Animal Bite","1067550","","","CLOSED","","09"
"","","2017-11-15 11:11:00.0","2017-12-23 11:12:46.01","2017-11-15 10:01:41.053","","73","Animal Bite","2017-11-22 00:00:00.0","Animal Bite","1037357","","","CLOSED","","13"
"","","2020-05-14 16:39:08.083","2020-05-14 16:39:08.083","2018-01-25 13:46:18.0","","08","Animal Bite","2018-02-01 00:00:00.0","Animal Bite","1056167","","","CLOSED","","02"
"","","2020-03-17 16:20:02.867","2020-03-17 16:20:02.867","2018-01-26 15:58:51.0","","13","Animal Bite","2018-02-02 00:00:00.0","Animal Bite","1056676","","","CLOSED","","05"
"","","2020-04-09 14:32:26.377","2020-04-09 14:32:26.377","2018-03-12 07:32:30.0","","71","Animal Bite","2018-03-19 00:00:00.0","Animal Bite","1070123","","","CLOSED","","12"
"","","2018-03-13 12:00:00.0","2019-05-01 13:31:01.91","2018-03-13 09:30:06.0","","29","Animal Bite","2018-03-20 00:00:00.0","Animal Bite","1070719","","","CLOSED","","07"
"","","2020-03-17 16:16:11.857","2020-03-17 16:16:11.857","2018-03-13 10:28:34.0","","41","Animal Bite","2018-03-20 00:00:00.0","Animal Bite","1070763","","","CLOSED","","04"
"","","2017-12-19 07:34:00.0","2018-03-12 07:35:46.723","2017-12-11 08:24:26.393","","12","Animal Bite","2017-12-18 00:00:00.0","Animal Bite","1044502","","","CLOSED","","05"
"","","2017-12-11 10:22:00.0","2017-12-23 10:23:55.803","2017-12-11 08:29:01.93","","14","Animal Bite","2017-12-18 00:00:00.0","Animal Bite","1044507","","","CLOSED","","05"
"","","2019-06-24 11:42:38.993","2019-06-24 11:42:38.993","2017-12-11 10:13:22.0","","16","Animal Bite","2017-12-18 00:00:00.0","Animal Bite","1044586","","","CLOSED","","03"
"","","2017-12-18 07:49:00.0","2018-03-20 07:51:38.217","2017-12-14 13:11:30.097","","15","Animal Bite","2017-12-21 00:00:00.0","Animal Bite","1045763","","","CLOSED","","06"
"","","2018-02-13 07:37:00.0","2018-03-12 07:38:26.517","2017-12-18 16:11:39.817","","14","Animal Bite","2017-12-25 00:00:00.0","Animal Bite","1046609","","","CLOSED","","05"
"","","2020-03-17 16:23:18.19","2020-03-17 16:23:18.19","2018-02-05 08:00:32.0","","41","Animal Bite","2018-02-12 00:00:00.0","Animal Bite","1058933","","","CLOSED","","04"
"","","2017-01-30 14:28:31.13","2017-01-30 14:28:31.13","2016-12-23 14:38:06.553","","08","Animal Bite","2017-01-02 00:00:00.0","Animal Bite","924262","","","CLOSED","","02"
"","","2017-01-30 14:26:58.717","2017-01-30 14:26:58.717","2016-12-27 09:21:59.273","","27","Animal Bite","2017-01-03 00:00:00.0","Animal Bite","924493","","","CLOSED","","06"
"","","2017-06-02 15:19:57.603","2017-06-02 15:19:57.603","2017-02-08 09:57:57.563","","01","Animal Bite","2017-02-15 00:00:00.0","Animal Bite","936661","","","CLOSED","","01"
"","","2017-12-22 12:12:54.827","2017-12-22 12:12:54.827","2017-02-10 14:35:41.233","","25","Animal Bite","2017-02-17 00:00:00.0","Animal Bite","937666","","","CLOSED","","07"
"","","2017-04-11 11:09:21.0","2017-04-11 11:09:21.0","2017-02-14 10:18:24.813","","17","Animal Bite","2017-02-21 00:00:00.0","Animal Bite","938374","","","CLOSED","","03"
"","","2017-12-22 11:56:49.423","2017-12-22 11:56:49.423","2017-01-06 08:35:12.45","","36","Animal Bite","2017-01-13 00:00:00.0","Animal Bite","927046","","","CLOSED","","14"
"","","2017-05-01 13:22:49.163","2017-05-01 13:22:49.163","2017-02-22 11:00:03.537","","58","Animal Bite","2017-03-01 00:00:00.0","Animal Bite","940664","","","CLOSED","","12"
"","","2017-05-17 16:53:32.903","2017-05-17 16:53:32.903","2017-03-28 13:55:17.917","","56","Animal Bite","2017-04-04 00:00:00.0","Animal Bite","951447","","","CLOSED","","12"
"","","2017-05-24 11:00:00.0","2017-12-01 07:31:22.493","2017-03-31 08:22:47.957","","15","Animal Bite","2017-04-07 00:00:00.0","Animal Bite","952464","","","CLOSED","","06"
"","","2017-05-24 11:22:39.393","2017-05-24 11:22:39.393","2017-04-03 09:59:33.07","","41","Animal Bite","2017-04-10 00:00:00.0","Animal Bite","953055","","","CLOSED","","04"
"","","2017-12-22 12:33:18.753","2017-12-22 12:33:18.753","2017-04-03 14:18:55.673","","25","Animal Bite","2017-04-10 00:00:00.0","Animal Bite","953220","","","CLOSED","","07"
"","","2017-12-22 12:08:29.317","2017-12-22 12:08:29.317","2017-01-26 12:29:38.913","","29","Animal Bite","2017-02-02 00:00:00.0","Animal Bite","933059","","","CLOSED","","07"
"","","2017-12-22 12:09:17.823","2017-12-22 12:09:17.823","2017-02-02 09:05:37.17","","38","Animal Bite","2017-02-09 00:00:00.0","Animal Bite","934982","","","CLOSED","","09"
"","","2017-12-22 12:18:05.527","2017-12-22 12:18:05.527","2017-03-06 10:46:11.863","","06","Animal Bite","2017-03-13 00:00:00.0","Animal Bite","944458","","","CLOSED","","02"
"","","2017-12-22 12:21:19.777","2017-12-22 12:21:19.777","2017-03-14 13:52:34.833","","15","Animal Bite","2017-03-21 00:00:00.0","Animal Bite","947254","","","CLOSED","","06"
"","","2017-04-14 15:08:39.283","2017-04-14 15:08:39.283","2017-03-14 14:30:12.98","","06","Animal Bite","2017-03-21 00:00:00.0","Animal Bite","947282","","","CLOSED","","02"
"","","2017-04-21 11:01:00.0","2017-12-12 11:01:28.573","2017-04-20 08:49:38.707","","52","Animal Bite","2017-04-27 00:00:00.0","Animal Bite","958876","","","CLOSED","","12"
"","","2017-05-30 08:18:00.0","2017-12-03 08:21:49.29","2017-04-20 10:47:04.577","","13","Animal Bite","2017-04-27 00:00:00.0","Animal Bite","959008","","","CLOSED","","05"
"","","2017-03-13 16:47:01.147","2017-03-13 16:47:01.147","2017-01-24 09:22:38.733","","","Animal Bite","2017-01-31 00:00:00.0","Animal Bite","932081","","","CLOSED","","10"
"","","2017-12-22 12:22:16.377","2017-12-22 12:22:16.377","2017-03-20 10:02:49.207","","17","Animal Bite","2017-03-27 00:00:00.0","Animal Bite","948750","","","CLOSED","","03"
